oewn_id	dulplus_class	source	framester_id	pos	ili	primary_lemma	definition
oewn-06657156-n	dul:InformationRealization	propagated	synset-fingerprint-noun-1	n	i71396	fingerprint	a print made by an impression of the ridges in the skin of a finger; often used for biometric identification in criminal investigations
oewn-06657421-n	dul:InformationRealization	propagated	synset-finger_scan-noun-1	n	i71397	finger scan	biometric identification by automatically scanning a person's fingerprints electronically
oewn-06657586-n	dul:InformationRealization	propagated	synset-loop-noun-5	n	i71398	loop	the basic pattern of the human fingerprint
oewn-06657679-n	dul:InformationRealization	propagated	synset-thumbprint-noun-1	n	i71399	thumbprint	fingerprint made by the thumb (especially by the pad of the thumb)
oewn-06657802-n	dul:InformationRealization	propagated	synset-footprint-noun-1	n	i71400	footprint	a mark of a foot or shoe on a surface
oewn-06658029-n	dul:InformationRealization	propagated	synset-footprint_evidence-noun-1	n	i71401	footprint evidence	evidence in the form of footprints
oewn-06658221-n	dul:InformationRealization	propagated	synset-iris_scanning-noun-1	n	i71402	iris scanning	biometric identification by scanning the iris of the eye
oewn-06658386-n	dul:InformationRealization	propagated	synset-signature_recognition-noun-1	n	i71403	signature recognition	biometric identification by automatically scanning a person's signature and matching it electronically against a library of known signatures
oewn-06658594-n	dul:InformationRealization	propagated	synset-retinal_scanning-noun-1	n	i71404	retinal scanning	biometric identification by scanning the retina of the eye
oewn-06658785-n	dul:InformationRealization	propagated	synset-voiceprint-noun-1	n	i71405	voiceprint	biometric identification by electronically recording and graphically representing a person's voice
oewn-06659006-n	dul:InformationRealization	propagated	synset-sign-noun-1	n	i71406	sign	a perceptible indication of something not immediately apparent (as a visible clue that something has happened)
oewn-06659294-n	dul:InformationRealization	propagated	synset-token-noun-2	n	i71407	token	something serving as a sign of something else
oewn-06659391-n	dul:InformationRealization	propagated	synset-trace-noun-2	n	i71408	trace	an indication that something has been present
oewn-06659617-n	dul:InformationRealization	propagated	synset-footprint-noun-2	n	i71409	footprint	a trace suggesting that something was once present or felt or otherwise important
oewn-06659799-n	dul:InformationRealization	propagated	synset-trace-noun-6	n	i71410	trace	a visible mark (as a footprint) left by the passage of person or animal or vehicle
oewn-06659969-n	dul:InformationRealization	propagated	synset-record-noun-1	n	i71411	record	anything (such as a document or a phonograph record or a photograph) providing permanent evidence of or information about past events
oewn-06660359-n	dul:InformationRealization	propagated	synset-proof-noun-2	n	i71412	proof	a formal series of statements showing that if one thing is true something else necessarily follows from it
oewn-06660609-n	dul:InformationRealization	propagated	synset-mathematical_proof-noun-1	n	i71413	mathematical proof	proof of a mathematical theorem
oewn-06660705-n	dul:InformationRealization	propagated	synset-logical_proof-noun-1	n	i71414	logical proof	proof of a logical theorem
oewn-06660791-n	dul:InformationRealization	propagated	synset-demonstration-noun-4	n	i71415	demonstration	proof by a process of argument or a series of proposition proving an asserted conclusion
oewn-06660952-n	dul:InformationRealization	propagated	synset-testimony-noun-3	n	i71416	testimony	something that serves as evidence
oewn-06661207-n	dul:InformationRealization	propagated	synset-good_authority-noun-1	n	i71417	good authority	testimony by someone who should know
oewn-06661335-n	dul:InformationRealization	propagated	synset-testament-noun-3	n	i71418	testament	strong evidence for something
oewn-06661469-n	dul:InformationRealization	propagated	synset-argument-noun-1	n	i71419	argument	a fact or assertion offered as evidence that something is true
oewn-06661853-n	dul:InformationRealization	propagated	synset-counterargument-noun-1	n	i71420	counterargument	an argument offered in opposition to another argument
oewn-06661968-n	dul:InformationRealization	propagated	synset-pro-noun-2	n	i71421	pro	an argument in favor of a proposal
oewn-06662070-n	dul:InformationRealization	propagated	synset-con-noun-1	n	i71422	con	an argument opposed to a proposal
oewn-06662171-n	dul:InformationRealization	propagated	synset-case-noun-9	n	i71423	case	a statement of facts and reasons used to support an argument
oewn-06662312-n	dul:InformationRealization	propagated	synset-clincher-noun-1	n	i71424	clincher	an argument that is conclusive
oewn-06662449-n	dul:InformationRealization	propagated	synset-adducing-noun-1	n	i71425	adducing	citing as evidence or proof
oewn-06662531-n	dul:InformationRealization	propagated	synset-last_word-noun-1	n	i71426	last word	the final statement in a verbal argument
oewn-06662660-n	dul:InformationRealization	propagated	synset-attestation-noun-2	n	i71427	attestation	the evidence by which something is attested
oewn-06662815-n	ontopic:Topic	propagated	synset-confirmation-noun-2	n	i71428	confirmation	information that confirms or verifies
oewn-06662983-n	ontopic:Topic	propagated	synset-reinforcement-noun-2	n	i71429	reinforcement	information that makes more forcible or convincing
oewn-06663176-n	ontopic:Topic	propagated	synset-documentation-noun-1	n	i71430	documentation	confirmation that some fact or statement is true through the use of documentary evidence
oewn-06663446-n	ontopic:Topic	propagated	synset-guidance-noun-1	n	i71431	guidance	something that provides direction or advice as to a decision or course of action
oewn-06663792-n	ontopic:Topic	propagated	synset-career_counseling-noun-1	n	i71432	career counseling	counseling on career opportunities
oewn-06663890-n	ontopic:Topic	propagated	synset-cynosure-noun-1	n	i71433	cynosure	something that provides guidance (as Polaris guides mariners)
oewn-06664047-n	ontopic:Topic	propagated	synset-genetic_counseling-noun-1	n	i71434	genetic counseling	guidance for prospective parents on the likelihood of genetic disorders in their future children
oewn-06664208-n	ontopic:Topic	propagated	synset-marriage_counseling-noun-1	n	i71435	marriage counseling	counseling on marital problems and disagreements
oewn-06664322-n	ontopic:Topic	propagated	synset-tip-noun-3	n	i71436	tip	an indication of potential opportunity
oewn-06664599-n	ontopic:Topic	propagated	synset-insider_information-noun-1	n	i71437	insider information	important information about the plans or condition of a corporation that has not been released to the public; use for personal profit is illegal
oewn-06664809-n	ontopic:Topic	propagated	synset-rule-noun-9	n	i71438	rule	any one of a systematic body of regulations defining the way of life of members of a religious order
oewn-06664987-n	ontopic:Topic	propagated	synset-rule-noun-3	n	i71439	rule	prescribed guide for conduct or action
oewn-06665359-n	ontopic:Topic	propagated	synset-rubric-noun-1	n	i71440	rubric	an authoritative rule of conduct or procedure
oewn-06665457-n	ontopic:Topic	propagated	synset-rubric-noun-3	n	i71441	rubric	directions for the conduct of Christian church services (often printed in red in a prayer book)
oewn-06665623-n	ontopic:Topic	propagated	synset-order-noun-9	n	i71442	order	a body of rules followed by an assembly
oewn-06665905-n	ontopic:Topic	propagated	synset-interpellation-noun-1	n	i71443	interpellation	(parliament) a parliamentary procedure of demanding that a government official explain some act or policy
oewn-06666108-n	ontopic:Topic	propagated	synset-rule_of_evidence-noun-1	n	i71444	rule of evidence	(law) a rule of law whereby any alleged matter of fact that is submitted for investigation at a judicial trial is established or disproved
oewn-06666472-n	ontopic:Topic	propagated	synset-best_evidence_rule-noun-1	n	i71445	best evidence rule	a rule of evidence requiring that to prove the content of a writing or recording or photograph the original is required
oewn-06666656-n	ontopic:Topic	propagated	synset-estoppel-noun-1	n	i71446	estoppel	a rule of evidence whereby a person is barred from denying the truth of a fact that has already been settled
oewn-06666819-n	ontopic:Topic	propagated	synset-exclusionary_rule-noun-1	n	i71447	exclusionary rule	a rule that provides that otherwise admissible evidence cannot be used in a criminal trial if it was the result of illegal police conduct
oewn-06667020-n	ontopic:Topic	propagated	synset-fruit_of_the_poisonous_tree-noun-1	n	i71448	fruit of the poisonous tree	a rule that once primary evidence is determined to have been illegally obtained any secondary evidence following from it may also not be used
oewn-06667235-n	ontopic:Topic	propagated	synset-hearsay_rule-noun-1	n	i71449	hearsay rule	a rule that declares not admissible as evidence any statement other than that by a witness
oewn-06667384-n	ontopic:Topic	propagated	synset-parol_evidence_rule-noun-1	n	i71450	parol evidence rule	a rule that oral evidence cannot be used to contradict the terms of a written contract
oewn-06667536-n	ontopic:Topic	propagated	synset-res_ipsa_loquitur-noun-1	n	i71451	res ipsa loquitur	a rule of evidence whereby the negligence of an alleged wrongdoer can be inferred from the fact that the accident happened
oewn-06667722-n	ontopic:Topic	propagated	synset-standing_order-noun-1	n	i71452	standing order	a rule of order permanently in force
oewn-06667819-n	ontopic:Topic	propagated	synset-Miranda_rule-noun-1	n	i71453	Miranda rule	the rule that police (when interrogating you after an arrest) are obliged to warn you that anything you say may be used as evidence and to read you your constitutional rights (the right to a lawyer an
oewn-06668133-n	ontopic:Topic	propagated	synset-principle-noun-5	n	i71454	principle	rule of personal conduct
oewn-06668314-n	ontopic:Topic	propagated	synset-higher_law-noun-1	n	i71455	higher law	a principle that takes precedent over the laws of society
oewn-06668428-n	ontopic:Topic	propagated	synset-moral_principle-noun-2	n	i71456	moral principle	the principle that conduct should be moral
oewn-06668550-n	ontopic:Topic	propagated	synset-golden_rule-noun-1	n	i71457	golden rule	any important rule
oewn-06668672-n	ontopic:Topic	propagated	synset-GIGO-noun-1	n	i71458	GIGO	(computer science) a rule stating that the quality of the output is a function of the quality of the input; put garbage in and you get garbage out
oewn-06668888-n	ontopic:Topic	propagated	synset-categorical_imperative-noun-1	n	i71459	categorical imperative	the moral principle that behavior should be determined by duty
oewn-06669019-n	ontopic:Topic	propagated	synset-hypothetical_imperative-noun-1	n	i71460	hypothetical imperative	a principle stating the action required to attain a desired goal
oewn-06669153-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-policy-noun-2	n	i71461	policy	a line of argument rationalizing the course of action of a government
oewn-06669486-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-economic_policy-noun-1	n	i71462	economic policy	a government policy for maintaining economic growth and tax revenues
oewn-06669706-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-fiscal_policy-noun-1	n	i71463	fiscal policy	a government policy for dealing with the budget (especially with taxation and borrowing)
oewn-06669854-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-New_Deal-noun-1	n	i71464	New Deal	the economic policy of F. D. Roosevelt
oewn-06669947-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-control-noun-11	n	i71465	control	the economic policy of controlling or limiting or curbing prices or wages etc.
oewn-06670209-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-price_control-noun-1	n	i71466	price control	restriction on maximum prices that is established and maintained by the government (as during periods of war or inflation)
oewn-06670391-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-ceiling-noun-3	n	i71467	ceiling	an upper limit on what is allowed
oewn-06670658-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-glass_ceiling-noun-1	n	i71468	glass ceiling	a ceiling based on attitudinal or organizational bias in the work force that prevents minorities and women from advancing to leadership positions
oewn-06670863-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-floor-noun-3	n	i71469	floor	a lower limit
oewn-06671014-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-price_floor-noun-1	n	i71470	price floor	floor below which prices are not allowed to fall
oewn-06671186-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-wage_floor-noun-1	n	i71471	wage floor	floor below which wages are not allowed to fall
oewn-06671290-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-perestroika-noun-1	n	i71472	perestroika	an economic policy adopted in the former Soviet Union; intended to increase automation and labor efficiency but it led eventually to the end of central planning in the Russian economy
oewn-06671531-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-protectionism-noun-1	n	i71473	protectionism	the policy of imposing duties or quotas on imports in order to protect home industries from overseas competition
oewn-06671739-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-social_policy-noun-1	n	i71474	social policy	a policy for dealing with social issues
oewn-06671913-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-apartheid-noun-1	n	i71475	apartheid	a social policy or racial segregation involving political and economic and legal discrimination against people who are not Whites; the former official policy in South Africa
oewn-06672142-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-glasnost-noun-1	n	i71476	glasnost	a policy of the Soviet government allowing freer discussion of social problems
oewn-06672275-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-social_action-noun-1	n	i71477	social action	a social policy of reform (especially socioeconomic reform)
oewn-06672430-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-affirmative_action-noun-1	n	i71478	affirmative action	a policy designed to redress past discrimination against women and minority groups through measures to improve their economic and educational opportunities
oewn-06672754-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-fence_mending-noun-1	n	i71479	fence mending	social action to improve poor relations (especially in politics)
oewn-06672969-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-trade_barrier-noun-1	n	i71480	trade barrier	any regulation or policy that restricts international trade
oewn-06673141-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-quota-noun-3	n	i71481	quota	a limitation on imports
oewn-06673265-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-embargo-noun-1	n	i71482	embargo	a government order imposing a trade barrier
oewn-06673413-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-nativism-noun-1	n	i71483	nativism	the policy of perpetuating native cultures (in opposition to acculturation)
oewn-06673561-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-party_line-noun-1	n	i71484	party line	the policy of a political group
oewn-06673687-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-foreign_policy-noun-1	n	i71485	foreign policy	a policy governing international relations
oewn-06673988-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-brinkmanship-noun-1	n	i71486	brinkmanship	the policy of pushing a dangerous situation to the brink of disaster (to the limits of safety)
oewn-06674141-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-imperialism-noun-1	n	i71487	imperialism	a policy of extending your rule over foreign countries
oewn-06674307-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-intervention-noun-2	n	i71488	intervention	a policy of intervening in the affairs of other countries
oewn-06674492-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-nonintervention-noun-1	n	i71489	nonintervention	a foreign policy of staying out of other countries' disputes
oewn-06674668-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-nonaggression-noun-1	n	i71490	nonaggression	a policy of not initiating hostilities
oewn-06674802-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-manifest_destiny-noun-1	n	i71491	manifest destiny	a policy of imperialism rationalized as inevitable (as if granted by God)
oewn-06674938-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-isolationism-noun-1	n	i71492	isolationism	a policy of nonparticipation in international economic and political relations
oewn-06675111-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-Monroe_Doctrine-noun-1	n	i71493	Monroe Doctrine	an American foreign policy opposing interference in the western hemisphere from outside powers
oewn-06675267-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-Truman_doctrine-noun-1	n	i71494	Truman doctrine	President Truman's policy of providing economic and military aid to any country threatened by communism or totalitarian ideology
oewn-06675457-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-neutralism-noun-1	n	i71495	neutralism	a policy of neutrality or nonalignment in international affairs
oewn-06675595-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-regionalism-noun-2	n	i71496	regionalism	a foreign policy that defines the international interests of a country in terms of particular geographic areas
oewn-06675763-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-trade_policy-noun-1	n	i71497	trade policy	a government's policy controlling foreign trade
oewn-06675913-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-open-door_policy-noun-1	n	i71498	open-door policy	the policy of granting equal trade opportunities to all countries
oewn-06676053-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-zero-tolerance_policy-noun-1	n	i71499	zero-tolerance policy	any policy that allows no exception
oewn-06676208-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	propagated	synset-Zionism-noun-1	n	i71500	Zionism	a policy for establishing and developing a national homeland for Jews in Palestine
oewn-06676362-n	dul:Quality	propagated	synset-ethic-noun-2	n	i71501	ethic	a system of principles governing morality and acceptable conduct
oewn-06676530-n	ontopic:Topic	propagated	synset-caveat_emptor-noun-1	n	i71502	caveat emptor	a commercial principle that without a warranty the buyer takes upon themself the risk of quality
oewn-06676685-n	ontopic:Topic	propagated	synset-dictate-noun-1	n	i71503	dictate	an authoritative rule
oewn-06676796-n	ontopic:Topic	propagated	synset-regulation-noun-1	n	i71504	regulation	an authoritative command
oewn-06676958-n	ontopic:Topic	propagated	synset-age_limit-noun-1	n	i71505	age limit	regulation establishing the maximum age for doing something or holding some position
oewn-06677098-n	ontopic:Topic	propagated	synset-assize-noun-1	n	i71506	assize	the regulation of weights and measures of articles offered for sale
oewn-06677218-n	ontopic:Topic	propagated	synset-speed_limit-noun-1	n	i71507	speed limit	regulation establishing the top speed permitted on a given road
oewn-06677339-n	ontopic:Topic	propagated	synset-canon-noun-1	n	i71508	canon	a rule or especially body of rules or principles generally established as valid and fundamental in a field of art or philosophy
oewn-06677590-n	ontopic:Topic	propagated	synset-etiquette-noun-1	n	i71509	etiquette	rules governing socially acceptable behavior
oewn-06677726-n	ontopic:Topic	propagated	synset-protocol-noun-2	n	i71510	protocol	forms of ceremony and etiquette observed by diplomats and heads of state
oewn-06677853-n	ontopic:Topic	propagated	synset-protocol-noun-1	n	i71511	protocol	(computer science) rules determining the format and transmission of data
oewn-06678115-n	ontopic:Topic	propagated	synset-file_transfer_protocol-noun-1	n	i71512	file transfer protocol	protocol that allows users to copy files between their local system and any system they can reach on the network
oewn-06678357-n	ontopic:Topic	propagated	synset-anonymous_ftp-noun-1	n	i71513	anonymous ftp	a common way to make software available; users are allowed to log in as ‘guest’ without a password and copy whatever has been made available
oewn-06678592-n	ontopic:Topic	propagated	synset-hypertext_transfer_protocol-noun-1	n	i71514	hypertext transfer protocol	a protocol (utilizing TCP) to transfer hypertext requests and information between servers and browsers
oewn-06678775-n	ontopic:Topic	propagated	synset-musical_instrument_digital_interface-noun-1	n	i71515	musical instrument digital interface	a standard protocol for communication between electronic musical instruments and computers
oewn-06678955-n	ontopic:Topic	propagated	synset-transmission_control_protocol-noun-1	n	i71516	transmission control protocol	a protocol developed for the internet to get data from one network device to another
oewn-06679474-n	ontopic:Topic	propagated	synset-punctilio-noun-1	n	i71518	punctilio	a fine point of etiquette or petty formality
oewn-06679574-n	ontopic:Topic	propagated	synset-closure-noun-2	n	i71519	closure	a rule for limiting or ending debate in a deliberative body
oewn-06679772-n	ontopic:Topic	propagated	synset-closure_by_compartment-noun-1	n	i71520	closure by compartment	closure imposed on the debate of specific sections of a bill
oewn-06679914-n	ontopic:Topic	propagated	synset-point_of_order-noun-1	n	i71521	point of order	a question as to whether the current proceedings are allowed by parliamentary procedure
oewn-06680062-n	dul:InformationRealization	propagated	synset-code-noun-1	n	i71522	code	a set of rules or principles or laws (especially written ones)
oewn-06680370-n	dul:InformationRealization	propagated	synset-Bushido-noun-1	n	i71523	Bushido	traditional code of the Japanese samurai which stressed courage and loyalty and self-discipline and simple living
oewn-06680537-n	dul:InformationRealization	propagated	synset-legal_code-noun-1	n	i71524	legal code	a code of laws adopted by a state or nation
oewn-06680764-n	dul:InformationRealization	propagated	synset-penal_code-noun-1	n	i71525	penal code	the legal code governing crimes and their punishment
oewn-06680892-n	dul:InformationRealization	propagated	synset-United_States_Code-noun-1	n	i71526	United States Code	a consolidation and codification by subject matter of the general and permanent laws of the United States; is prepared and published by a unit of the United States House of Representatives
oewn-06681177-n	dul:InformationRealization	propagated	synset-building_code-noun-1	n	i71527	building code	set of standards established and enforced by local government for the structural safety of buildings
oewn-06681356-n	dul:InformationRealization	propagated	synset-dress_code-noun-1	n	i71528	dress code	a set of rules specifying the correct manner of dress while on the premises of the institution (or specifying what manner of dress is prohibited)
oewn-06681558-n	dul:InformationRealization	propagated	synset-fire_code-noun-1	n	i71529	fire code	set of standards established and enforced by government for fire prevention and safety in case of fire as in fire escapes etc
oewn-06681758-n	dul:InformationRealization	propagated	synset-omerta-noun-1	n	i71530	omerta	a code of silence practiced by the Mafia; a refusal to give evidence to the police about criminal activities
oewn-06681938-n	dul:InformationRealization	propagated	synset-sanitary_code-noun-1	n	i71531	sanitary code	set of standards established and enforced by government for health requirements as in plumbing etc
oewn-06682129-n	dul:InformationRealization	propagated	synset-Highway_Code-noun-1	n	i71532	Highway Code	the code of rules governing the use of public roads
oewn-06682258-n	dul:Quality	propagated	synset-double_standard-noun-1	n	i71533	double standard	an ethical or moral code that applies more strictly to one group than to another
oewn-06682418-n	dul:Quality	propagated	synset-double_standard_of_sexual_behavior-noun-1	n	i71534	double standard of sexual behavior	a code that permits greater sexual freedom for men than for women (associated with the subordination of women)
oewn-06682609-n	ontopic:Topic	propagated	synset-equation-noun-1	n	i71535	equation	a mathematical statement that two expressions are equal
oewn-06682882-n	ontopic:Topic	propagated	synset-linear_equation-noun-1	n	i71536	linear equation	a polynomial equation of the first degree
oewn-06682985-n	ontopic:Topic	propagated	synset-quadratic_equation-noun-1	n	i71537	quadratic equation	an equation in which the highest power of an unknown quantity is a square
oewn-06683135-n	ontopic:Topic	propagated	synset-biquadratic_equation-noun-1	n	i71538	biquadratic equation	an equation of the fourth degree
oewn-06683266-n	ontopic:Topic	propagated	synset-differential_equation-noun-1	n	i71539	differential equation	an equation containing differentials of a function
oewn-06683611-n	ontopic:Topic	propagated	synset-partial_differential_equation-noun-1	n	i71541	partial differential equation	a differential equation involving a functions of more than one variable
oewn-06683758-n	ontopic:Topic	propagated	synset-Schrodinger_equation-noun-1	n	i71542	Schrodinger equation	the fundamental equation of wave mechanics
oewn-06683895-n	ontopic:Topic	propagated	synset-simultaneous_equations-noun-1	n	i71543	simultaneous equations	a set of equations in two or more variables for which there are values that can satisfy all the equations simultaneously
oewn-06684084-n	ontopic:Topic	propagated	synset-wave_equation-noun-1	n	i71544	wave equation	a differential equation that describes the passage of harmonic waves through a medium
oewn-06684229-n	ontopic:Topic	propagated	synset-advice-noun-1	n	i71545	advice	a proposal for an appropriate course of action
oewn-06684382-n	ontopic:Topic	propagated	synset-recommendation-noun-1	n	i71546	recommendation	something (as a course of action) that is recommended as advisable
oewn-06684563-n	ontopic:Topic	propagated	synset-indication-noun-4	n	i71547	indication	something (as a course of action) that is indicated as expedient or necessary
oewn-06684785-n	ontopic:Topic	propagated	synset-referral-noun-2	n	i71548	referral	a recommendation to consult the (professional) person or group to whom one has been referred
oewn-06685042-n	ontopic:Topic	propagated	synset-admonition-noun-1	n	i71549	admonition	cautionary advice about something imminent (especially imminent danger or other unpleasantness)
oewn-06685497-n	ontopic:Topic	propagated	synset-example-noun-4	n	i71550	example	punishment intended as a warning to others
oewn-06685698-n	ontopic:Topic	propagated	synset-secret-noun-2	n	i71551	secret	information known only to a special group
oewn-06685887-n	ontopic:Topic	propagated	synset-secret-noun-1	n	i71552	secret	something that should remain hidden from others (especially information that is not to be passed on)
oewn-06686180-n	ontopic:Topic	propagated	synset-confidence-noun-5	n	i71553	confidence	a secret that is confided or entrusted to another
oewn-06686416-n	ontopic:Topic	propagated	synset-esoterica-noun-1	n	i71554	esoterica	secrets known only to an initiated minority
oewn-06686515-n	ontopic:Topic	propagated	synset-cabala-noun-1	n	i71555	cabala	an esoteric or occult matter resembling the Kabbalah that is traditionally secret
oewn-06686773-n	ontopic:Topic	propagated	synset-open_secret-noun-1	n	i71556	open secret	something that is supposed to be secret but is generally known
oewn-06686933-n	dul:InformationRealization	propagated	synset-password-noun-1	n	i71557	password	a secret word or phrase known only to a restricted group
oewn-06686933-n	ontopic:Topic	propagated	synset-password-noun-1	n	i71557	password	a secret word or phrase known only to a restricted group
oewn-06687130-n	ontopic:Topic	propagated	synset-trade_secret-noun-1	n	i71558	trade secret	a secret (method or device or formula) that gives a manufacturer an advantage over the competition
oewn-06687287-n	ontopic:Topic	propagated	synset-propaganda-noun-1	n	i71559	propaganda	information that is spread for the purpose of promoting some cause
oewn-06687536-n	ontopic:Topic	propagated	synset-agitprop-noun-1	n	i71560	agitprop	political propaganda (especially communist propaganda) communicated via art and literature and cinema
oewn-06687692-n	dul:InformationRealization	propagated	synset-course_catalog-noun-1	n	i71561	course catalog	a catalog listing the courses offered by a college or university
oewn-06687867-n	dul:InformationRealization	propagated	synset-source-noun-2	n	i71562	source	a document (or organization) from which information is obtained
oewn-06688083-n	dul:InformationRealization	propagated	synset-specification-noun-3	n	i71563	specification	(patent law) a document drawn up by the applicant for a patent of invention that provides an explicit and detailed description of the nature and use of an invention
oewn-06688326-n	dul:InformationRealization	propagated	synset-source_materials-noun-1	n	i71564	source materials	publications from which information is obtained
oewn-06688436-n	dul:InformationRealization	propagated	synset-voucher-noun-2	n	i71565	voucher	a document that serves as evidence of some expenditure
oewn-06688544-n	dul:InformationRealization	propagated	synset-working_papers-noun-1	n	i71566	working papers	records kept of activities involved in carrying out a project
oewn-06688724-n	dul:InformationRealization	propagated	synset-well-noun-3	n	i71567	well	an abundant source
oewn-06688854-n	ontopic:Topic	propagated	synset-copy-noun-4	n	i71568	copy	material suitable for a journalistic account
oewn-06688999-n	dul:InformationRealization	propagated	synset-filler-noun-3	n	i71569	filler	copy to fill space between more important articles in the layout of a magazine or newspaper
oewn-06689161-n	ontopic:Topic	propagated	synset-course_of_study-noun-1	n	i71570	course of study	an integrated course of academic studies
oewn-06689454-n	ontopic:Topic	propagated	synset-crash_course-noun-1	n	i71571	crash course	a rapid and intense course of training or research (usually undertaken in an emergency)
oewn-06689834-n	ontopic:Topic	propagated	synset-reading_program-noun-1	n	i71572	reading program	a program designed to teach literacy skills
oewn-06689939-n	ontopic:Topic	propagated	synset-degree_program-noun-1	n	i71573	degree program	a course of study leading to an academic degree
oewn-06690047-n	dul:InformationRealization	propagated	synset-printing-noun-3	n	i71574	printing	reproduction by applying ink to paper as for publication
oewn-06690719-n	dul:InformationRealization	propagated	synset-typography-noun-2	n	i71575	typography	art and technique of printing with movable type
oewn-06690891-n	dul:Quality	propagated	synset-print-noun-4	n	i71576	print	availability in printed form
oewn-06691047-n	dul:InformationRealization	propagated	synset-print-noun-1	n	i71577	print	the text appearing in a book, newspaper, or other printed publication
oewn-06691251-n	dul:InformationRealization	propagated	synset-small_print-noun-2	n	i71578	small print	material printed in small type
oewn-06691409-n	dul:InformationRealization	propagated	synset-relief_printing-noun-1	n	i71579	relief printing	printing from a plate with raised characters
oewn-06691529-n	dul:InformationRealization	propagated	synset-intaglio_printing-noun-1	n	i71580	intaglio printing	a printing process that uses an etched or engraved plate; the plate is smeared with ink and wiped clean, then the ink left in the recesses makes the print
